id,outputs
6c16562b,"[""12.959770645970345"", ""-14.359630329735214"", ""-17.04774292363641"", ""-12.964797552902581"", ""43.101626867065434""]"
cfd55eba,"[""0.050012962028206376"", ""-0.08971536728494212"", ""-0.2806221937067811"", ""0.04736925899509825"", ""-0.015627982220102643""]"
a2892f42,"[""-6039.0"", ""-6480.0"", ""-5664.0"", ""-6057.0"", ""-6519.0""]"
b7e83e14,"[null, null, null, null, null]"
24de1595,"[null, null, null, null, null]"
aa7f6574,"[""1412.7839465905909"", ""-6270.916340874174"", ""-19.181613729394428"", ""-488.2229637850708"", ""-3559.77305726087""]"
c87309a2,"[""-1.6860001933358193"", ""5.939211442254132"", ""-1.140202430341568"", ""-1.1557815790745285"", ""-1.7150048975330234""]"
86c0d69c,"[null, null, null, null, null]"
8fb1634e,"[null, null, null, null, null]"
b4439706,"[""4874.0"", ""4687.0"", ""6768.0"", ""6767.0"", ""4877.0""]"
0a6630ef,"[null, null, null, null, null]"
0f80fbaf,"[""219906.96483548457"", ""19132.013851337517"", ""4.365600768092538"", ""1736.7631177541555"", ""21.938465134015434""]"
62aabc26,"[""0.6493853878672121"", ""0.60241900909324"", ""0.3951950606938023"", ""0.3968227246387746"", ""0.40796691950992786""]"
a391a793,"[""1606.4710056645347"", ""179.57218710676142"", ""-356.2170013723742"", ""-2377.9481049238875"", ""51.46553253769726""]"
5839442f,"[""23.21255413569226"", ""28.271180929488956"", ""21.602888948848815"", ""24.63521806446313"", ""29.096114228477994""]"
73547f60,"[null, null, null, null, null]"
d8a2d7be,"[""0.718426726546345"", ""0.6396223289121055"", ""1.0186943360721201"", ""0.6501876364517195"", ""1.017629148494792""]"
afd61208,"[""25.126623160110498"", ""41.346582942664725"", ""69.21821119330974"", ""44.036851810334234"", ""30.182177830990394""]"
44b69851,"[""0.4063055455272078"", ""0.414127103608841"", ""0.4319236883649092"", ""1.3095562267042107"", ""0.5784412199083596""]"
738f7cfa,"[""-9656.18070345857"", ""-9579.673217813011"", ""-9513.99834853099"", ""-9478.71221851825"", ""-9538.154284526407""]"
62fb5a76,"[""1130247.4189545168"", ""420985.8879016863"", ""6.8043169432215835"", ""4499.664460343078"", ""218.05135771612316""]"
1a1e2e87,"[""15.545031160139445"", ""162.22016800981058"", ""181.31285288598778"", ""22.262372994392212"", ""139.1811132252341""]"
2bad38ad,"[""3891.060425735291"", ""6.27469428082175"", ""4427.231305276749"", ""753.952886386619"", ""-755.6373559464799""]"
c6d271f3,"[""-4.151157871538805"", ""0.29611828500574466"", ""-0.7029012260389602"", ""-4.926662582291718"", ""10.96464467632959""]"
0c74f223,"[""690.305779332721"", ""4187.656045767608"", ""2629.276349256575"", ""114093.25878362262"", ""2084.00951811132""]"
7107bb9f,"[""109.36017714068178"", ""1169.1760449883736"", ""-103.95805460250762"", ""1973.7501267056302"", ""0.38295165878410264""]"
cb6d08a3,"[""-3285.920016226374"", ""6512.020820016623"", ""6.997656620745429"", ""2267.357822553438"", ""255.80354119179364""]"
18df3a86,"[null, null, null, null, null]"
25593b1b,"[null, null, null, null, null]"
bbbe067c,"[null, null, null, null, null]"
ea6dae3e,"[null, null, null, null, null]"
078479fa,"[null, null, null, null, null]"
c267a8e3,"[""106.0"", ""93.0"", ""66.0"", ""92.0"", ""86.0""]"
e76d02ed,"[""-3467.4309859774435"", ""-3523.9289944982584"", ""-3480.0523716484195"", ""-3525.53248792137"", ""-3165.6565818674494""]"
ea7c70a8,"[""-513.0"", ""-661.0"", ""-242.0"", ""-271.0"", ""-868.0""]"
d8901b80,"[""4.547099225670891"", ""3.6148242836596802"", ""4.117405975127299"", ""3.1564459232053452"", ""3.8791968327364352""]"
ca45070c,"[""11.321091732050125"", ""12.9870029097775"", ""11.916013928417525"", ""11.781236426988666"", ""12.271394157392745""]"
fe4cc9bf,"[""41.0"", ""49.0"", ""42.0"", ""35.0"", ""40.0""]"
560678a4,"[""3.0983635033513757"", ""-201.76781547799598"", ""-359.87338026921213"", ""3213.0603196564016"", ""-19160.7333974867""]"
66a589f8,"[null, null, null, null, null]"
c9d67ffc,"[""12.106383291013907"", ""12.58234554293871"", ""5.828628507298427"", ""12.457186851673745"", ""12.453096677478271""]"
0ea9653a,"[""13.82156183781129"", ""12.661913675903778"", ""12.830380107299673"", ""13.265318243302367"", ""12.416930312263752""]"
530f79fe,"[null, null, null, null, null]"
a890af9e,"[null, null, null, null, null]"
657c1fe2,"[""5.701509097917934"", ""8.990763043811018"", ""6.381969973244351"", ""7.997128110139231"", ""5.879994726017595""]"
01752382,"[""36.0"", ""49.0"", ""49.0"", ""52.0"", ""12.0""]"
03f1bac2,"[null, null, null, null, null]"
facdee7d,"[null, null, null, null, null]"
d0a0f7d8,"[""0.0"", ""0.0"", ""0.0"", ""0.0"", ""0.0""]"
2fe00917,"[""72.0"", ""39.0"", ""64.0"", ""86.0"", ""68.0""]"
5beea17b,"[""-11742.110450062946"", ""-10499.542555571268"", ""43948.063632649486"", ""-11180.021987568363"", ""-8812.57660280714""]"
4214dfd4,"[null, null, null, null, null]"
28b9d352,"[""-3856.089867155626"", ""3891.1188333291834"", ""1715.0804788071773"", ""624.6679732839918"", ""1210.544729861046""]"
3ec5c11f,"[null, null, null, null, null]"
045c7916,"[""2.9823866769082796"", ""1.8758220788267117"", ""3.0379568146247076"", ""3.2365181918322294"", ""1.004400515568068""]"
3787c2c4,"[""18.102011246102123"", ""20.035020434491123"", ""11.557865910729916"", ""18.93502985623324"", ""8.108508584564632""]"
b29056f4,"[""-5431.161402749058"", ""-1029.2412532295345"", ""4302999.270305034"", ""2906.202154768822"", ""5043.975570658128""]"
9ac92ede,"[""-6894.0"", ""-6243.0"", ""-7057.0"", ""-6366.0"", ""-3934.0""]"
586cc4d1,"[""-7662.0"", ""-7692.0"", ""-7488.0"", ""-7641.0"", ""-8118.0""]"
d73c5d22,"[null, null, null, null, null]"
1e0bff55,"[null, null, null, null, null]"
e7393f05,"[""103.10283930637988"", ""8.266085255638416"", ""20.2624144708618"", ""194.46003981992123"", ""46.424688606291106""]"
3e2b5acd,"[null, null, null, null, null]"
6a18a08a,"[""-73.6848175966588"", ""23133.763161957657"", ""-57.9268092903498"", ""89916.44597635136"", ""201.4796303794135""]"
f881f7a8,"[""-4555.710644854643"", ""-4299.060257845377"", ""-4354.749244020051"", ""7742284.669522747"", ""-5558.789489312236""]"
66d679d9,"[null, null, null, null, null]"
b80ab840,"[""-2431.4583350234375"", ""-1.3552309866991967"", ""389.2981839839929"", ""-1773.6181884140565"", ""12.296661399981033""]"
be069867,"[null, null, null, null, null]"
5a64329f,"[""-8.0"", ""-22.0"", ""0.0"", ""-9.0"", ""-43.0""]"
631d8681,"[""546160382.2694999"", ""-275.0746469362554"", ""-286.8110448307857"", ""-282.8821711259953"", ""-270.3035266743304""]"
8f8788da,"[""-8085.0"", ""-8085.0"", ""-8064.0"", ""-8036.0"", ""-8064.0""]"
18a22681,"[""93.0"", ""121.0"", ""135.0"", ""127.0"", ""109.0""]"
5a01ac61,"[null, null, null, null, null]"
6b2103aa,"[""99.59946395847066"", ""-8.158911243639835"", ""371.3003742928007"", ""494.1235253344686"", ""-715.6036669607283""]"
a1e723da,"[""1.2209401428876585"", ""1.2677228540361338"", ""1.2468484303112508"", ""1.2985398307668168"", ""1.3018606640456118""]"
74f25d66,"[null, null, null, null, null]"
a25c8297,"[""1.1680732488334677"", ""0.8164141284868638"", ""0.93072197607638"", ""1.1279454539382354"", ""1.1654045339545798""]"
ff3a8990,"[""1.084314926295865"", ""0.9849785669331359"", ""0.9832843604544604"", ""0.9840010927470272"", ""0.9827432030096133""]"
3be2e23d,"[""0.3476901145037119"", ""1.0750518892124639"", ""3.727084739274986"", ""0.421106022766919"", ""3.3773028436136627""]"
c76580d0,"[""-0.2437866548475356"", ""-0.553333177882228"", ""-0.2963500609866982"", ""-0.38729293940982107"", ""-0.20384566170097262""]"
c94a7859,"[""-110.0"", ""2212.0"", ""3514.0"", ""1198.0"", ""3514.0""]"
a296e8e9,"[""-5092.327935900674"", ""-6327.91743524025"", ""-5095.7926939596855"", ""-4702.2408556824485"", ""-4338.422125568847""]"
9b92ff92,"[null, null, null, null, null]"
c3a08243,"[null, null, null, null, null]"
ecace51d,"[""1.7000804815606176"", ""0.994396395198313"", ""1.672545513899979"", ""1.0507451815473046"", ""1.7513349578319082""]"
a161c7ef,"[""115.9086063315928"", ""753.7480563061087"", ""17.698164384342075"", ""586.4341770729502"", ""51.064564095577104""]"
c857f5f9,"[null, null, null, null, null]"
e697156f,"[null, null, null, null, null]"
f2d8f7b0,"[""12221.0"", ""12440.0"", ""10877.0"", ""11668.0"", ""10792.0""]"
1a1af054,"[""18.49190503860982"", ""19.408222915149487"", ""19.259583795698074"", ""16.735829851760748"", ""14.531658678987604""]"
4f8b0ce0,"[""-8090.5629475609785"", ""-8099.999999843448"", ""-8099.999999329536"", ""-7917.212911020901"", ""-8099.999633925548""]"
27034411,"[null, null, null, null, null]"
a53ba16e,"[null, null, null, null, null]"
bc0acbc1,"[""5.520831143122505"", ""1.1256005203053752"", ""15.043508152175841"", ""-439.5398058681647"", ""8.825215439729512""]"
5b804ec6,"[""451.5558688678456"", ""9.58546785646396"", ""453.38852585366544"", ""513.4543779452121"", ""623.3983030540649""]"
d8c17c29,"[null, null, null, null, null]"
fe7a9189,"[""-229790.19459299618"", ""-126296.83461913902"", ""-2268.407443850026"", ""171976.8588856916"", ""5962.389002082024""]"
39b7cf5e,"[null, null, null, null, null]"
c590e51b,"[""39038.925617135385"", ""92411.37387808913"", ""71272.64950282812"", ""-15534.861244421041"", ""-154763.96577806614""]"
436d7806,"[null, null, null, null, null]"
e92298dd,"[null, null, null, null, null]"
a9846888,"[""30.0"", ""15.0"", ""39.0"", ""54.0"", ""43.0""]"
d675d031,"[null, null, null, null, null]"
f80d2513,"[""-122.0"", ""16.0"", ""-74.0"", ""-52.0"", ""10.0""]"
1d68c48f,"[null, null, null, null, null]"
f6b73ac3,"[""-594.784588956992"", ""19806.813399723655"", ""4.3646563893120245"", ""80879.74314882203"", ""5.427894826281715""]"
b0a6983a,"[null, null, null, null, null]"
10e7d872,"[null, null, null, null, null]"
2be49710,"[null, null, null, null, null]"
c6ef1646,"[""13.823882935837545"", ""14.373359869184565"", ""13.551983055026854"", ""14.220201390555768"", ""11.288915414579586""]"
43f803fc,"[""-7682.0"", ""-7923.0"", ""-6806.0"", ""-7240.0"", ""-7585.0""]"
059e0a98,"[""-8578.0"", ""-8578.0"", ""-8578.0"", ""-8578.0"", ""-8578.0""]"
0eb61a15,"[""29348.0"", ""29348.0"", ""29348.0"", ""29348.0"", ""29348.0""]"
c44e4eb7,"[""14870.286080251006"", ""90.89073300995284"", ""27918.270618733273"", ""4356.304265469304"", ""26321.510193830076""]"
b751d6d3,"[""11149.0"", ""11347.0"", ""16229.0"", ""13245.0"", ""11159.0""]"
13db0394,"[null, null, null, null, null]"
88d1a2ae,"[""-745.1809080961683"", ""-1016.9394271562143"", ""-885.6070784707656"", ""-1021.4624979880557"", ""-1014.5378491110577""]"
8e6bc0f7,"[""-2100.790742804848"", ""375945.23562002886"", ""-2188.6739270460994"", ""-2499.9999999847705"", ""-2499.999995583497""]"
f6eda873,"[""9150.487350228965"", ""4137.341386469104"", ""-5261.219199644425"", ""-493.6808808507743"", ""14976.591641164123""]"
3cbc8b24,"[null, null, null, null, null]"
fc204fd5,"[null, null, null, null, null]"
24c34ac7,"[""33.99317038645938"", ""27.771385586661342"", ""35.40978144099668"", ""31.07939853330896"", ""32.31496096401327""]"
dae3ede0,"[null, null, null, null, null]"
a896d6e6,"[null, null, null, null, null]"
b847ed2c,"[""0.3637049297361762"", ""0.3349190870938404"", ""0.46120972709807406"", ""1.4403777337690526"", ""1.7431656625801655""]"
bf498976,"[""17.361909753056622"", ""24.743767815848464"", ""22.599666100176492"", ""36.35449646677486"", ""33.217730584864356""]"
3148775e,"[null, null, null, null, null]"
9fa60c7c,"[null, null, null, null, null]"
fc9f2710,"[""48.0"", ""37.0"", ""28.0"", ""75.0"", ""59.0""]"
133d6bfd,"[null, null, null, null, null]"
fc7cd339,"[""17.729412827374073"", ""80.43033167967324"", ""13.142119219738763"", ""14.468210424520567"", ""29.0107234137163""]"
517c5ee2,"[""7.899062720179511"", ""10.153198848078288"", ""7.174233579137207"", ""7.712970428792412"", ""6.890533110397824""]"
32e9699a,"[""1.2768050080678206"", ""1.115707032926535"", ""0.9808006545084864"", ""1.158536110038602"", ""0.9380127839268652""]"
9b05cb7b,"[null, null, null, null, null]"
1d81e104,"[""1.1966434474591858"", ""1.1753537175091797"", ""1.1104295661704666"", ""1.09711168422695"", ""1.3291327642204462""]"
5c94d08e,"[""17.540060460746442"", ""17.838210645994895"", ""18.27816993600745"", ""23.718317848119632"", ""22.763118881321084""]"
3e29d3ed,"[""116963.0"", ""119633.0"", ""113119.0"", ""109659.0"", ""110255.0""]"
c7e2379e,"[""-57.80709340226509"", ""-92.02684316700815"", ""96.16418790775279"", ""-31.593590626188774"", ""-42.18914317940592""]"
4878e001,"[""-6797.458125302916"", ""-5065.293576556382"", ""-4978.616615414842"", ""-6106.846224226631"", ""-11454.213630493596""]"
bb821716,"[null, null, null, null, null]"
bf2691ee,"[""-6386.0"", ""-6386.0"", ""-6386.0"", ""-6386.0"", ""-6386.0""]"
b97921d5,"[null, null, null, null, null]"
3eabc454,"[""31.940474884086512"", ""32.595373587144024"", ""28.927317811444148"", ""32.81312653369014"", ""33.16345600716673""]"
4d49a7e0,"[""19249105.617439516"", ""-1088.9999994900472"", ""277179153.0912282"", ""-1088.7840335022743"", ""2689.855230342757""]"
d5cb4036,"[""1.7598020403612888"", ""1.6346096651993252"", ""3.595147542492949"", ""1.408127124168465"", ""1.7881351165613721""]"
be9e8120,"[""-2503.417123174652"", ""-8423.93748721235"", ""-7661.3327152700185"", ""-8446.829121711024"", ""601519.0329222742""]"
fbabb131,"[""74.0"", ""76.0"", ""75.0"", ""78.0"", ""77.0""]"
3df12ebc,"[null, null, null, null, null]"
f1787ff0,"[null, null, null, null, null]"
f065f44a,"[""1.170697615775434"", ""1.1392684314041024"", ""1.166310807440273"", ""1.1480892836387935"", ""1.1525509447753586""]"
7c7f4148,"[""779.3130904260988"", ""721.1664012930142"", ""607.6455630730635"", ""706.4268926849564"", ""673.232457496203""]"
93d6e70a,"[null, null, null, null, null]"
2628ecb7,"[null, null, null, null, null]"
beb75481,"[null, null, null, null, null]"
ee190bd7,"[""33.489651712950916"", ""35.86250332974919"", ""34.1388051800313"", ""34.41230676804837"", ""37.259093269529124""]"
fe3cebc9,"[""485348.52156368695"", ""1628473.9176800584"", ""5.698228168279945"", ""5.01039935626482"", ""22.244343712250632""]"
081cfda1,"[""0.6800734406320407"", ""0.6990212619180214"", ""0.6802394050765996"", ""0.6879368176727918"", ""0.6928726308306944""]"
827f24cc,"[""4.220349662184767"", ""2.8624361028739655"", ""7.564654179395444"", ""0.9836931006316618"", ""4.966357544752402""]"
1ff666c8,"[""4424.0"", ""4424.0"", ""4424.0"", ""4424.0"", ""4424.0""]"
8746f151,"[""1.2768597316155776"", ""18.02930845465887"", ""15.726200317531204"", ""2.3536471080144032"", ""29.7015853577486""]"
e69e48b9,"[""18.653386150268865"", ""18.493116185863805"", ""17.220237074864947"", ""14.403178048442552"", ""14.956915221143184""]"
40cb5840,"[""-47.0"", ""-41.0"", ""-65.0"", ""-53.0"", ""-39.0""]"
610e6bfa,"[""233462.27899363256"", ""-2008.0389372095642"", ""15593296.833947575"", ""-8032.008921615299"", ""-4252.762826689495""]"
e919d12c,"[""13.161426132290535"", ""62.84629867229542"", ""20.64211592808879"", ""3.2453051183644224"", ""3.5624467772861736""]"
59805a71,"[null, null, null, null, null]"
cbfdadcb,"[""0.5410407581559037"", ""0.5447662558188728"", ""0.9797848299419374"", ""0.5954133960999136"", ""0.779360002097864""]"
227000dd,"[""-12.0"", ""5.0"", ""18.0"", ""-22.0"", ""15.0""]"
7aaee3dd,"[null, null, null, null, null]"
1017c5d5,"[""-2865.6033716112256"", ""212295227.5411268"", ""5166835801.007188"", ""-7780.311266536226"", ""1966.9057117770137""]"
e42428e9,"[null, null, null, null, null]"
b42e6a1c,"[""1.3225881074503365"", ""1.729630616798361"", ""1.8105670913995293"", ""1.844493169038109"", ""1.810870233205649""]"
a096a09f,"[""-55.0"", ""-25.0"", ""-65.0"", ""-35.0"", ""-45.0""]"
c39d29e5,"[null, null, null, null, null]"
48d75b81,"[""369.2917644679709"", ""5.432055359115808"", ""279.0974718642449"", ""204.1955631459334"", ""214.85960161271785""]"
6a622184,"[""25.422519037647227"", ""0.16756114491061974"", ""4.150818373196232"", ""35.783808798392165"", ""45.58084887002415""]"
fb5ff75b,"[""110310.90504866018"", ""-19991.026531069867"", ""-34194.61612699182"", ""246210.2806371059"", ""68001.59450144261""]"
3e954b5c,"[""1240.4538842468346"", ""830.2622445190469"", ""1097.3021283394123"", ""1516.6185531690955"", ""433.5022413237273""]"
66db5494,"[""-42.0"", ""-42.0"", ""-52.0"", ""-59.0"", ""-48.0""]"
9b675b23,"[null, null, null, null, null]"
b20b02b8,"[""14.516424539391227"", ""1368.1346410302533"", ""5025.275601708391"", ""302.11012316163544"", ""563.6275265475631""]"
eef43628,"[null, null, null, null, null]"
a81a09cd,"[""-85.0"", ""-48.0"", ""-90.0"", ""-44.0"", ""-56.0""]"
667fa653,"[null, null, null, null, null]"
2b9aeb6e,"[""7.519132975357307"", ""80.51002931552101"", ""153.5992172522944"", ""67.41444517233268"", ""131.9788302856458""]"
95dbedaf,"[""27.08403080176532"", ""28.437223824662432"", ""24.41381160560925"", ""29.875702980294992"", ""29.063103256119156""]"
3c8b9158,"[null, null, null, null, null]"
c1460125,"[null, null, null, null, null]"
e024e1fc,"[""-6.865746095267441"", ""-6.392991092052821"", ""-7.052778178882608"", ""-6.174873305589237"", ""-5.880396481229288""]"
a1f420b2,"[null, null, null, null, null]"
60d56fa8,"[null, null, null, null, null]"
539013a9,"[""10.329518632737155"", ""7.311320003280076"", ""3.180173627033437"", ""-0.5764155010750698"", ""3.588602204722721""]"
1b67868a,"[""321.35206677481824"", ""125.86021596867475"", ""371.0420563741213"", ""60.52172771375379"", ""778.5716956779016""]"
91d70c0d,"[""-0.920979787148434"", ""-0.8802734583966574"", ""1.9858603108900188"", ""-4.770964142129867"", ""-1.9107762069950986""]"
36cc66ee,"[""43427.58709996821"", ""-1106.1903812022026"", ""2345775.410715723"", ""455.49423529948547"", ""-1167.8979152549055""]"
d2b85d30,"[null, null, null, null, null]"
9b70e262,"[""27.329350913436475"", ""-1.4267805304103423"", ""-2.6677425109584085"", ""-26.90027872491858"", ""30.48746573408574""]"
9a87d1e9,"[""1.232940613207798"", ""0.9934534488764516"", ""6.059224863145033"", ""9.520113274551791"", ""3.0398255925180373""]"
437fdb07,"[null, null, null, null, null]"
e560b1d6,"[""0.5552069510907078"", ""0.5526672104777741"", ""0.6546012443973117"", ""0.6400578020209672"", ""0.5561381905170635""]"
571c3c79,"[null, null, null, null, null]"
363340d5,"[""-5560.746910893295"", ""-107.93223372905192"", ""-6139.514656957644"", ""-5993.875907582157"", ""3958998.8319015135""]"
46397658,"[""15.835869090681852"", ""-158.1329237401418"", ""31.15395471358378"", ""42.11729778698118"", ""34.27943134980916""]"
b2d193f0,"[null, null, null, null, null]"
fedfcdd6,"[""12954.727947523317"", ""9.918751913863836"", ""752568.2163151476"", ""174303.2739845389"", ""18.051895410228877""]"
9a33c594,"[""-40.0"", ""-29.0"", ""-3.0"", ""-16.0"", ""1.0""]"
241ed279,"[""0.41201971734055504"", ""0.2701957070403819"", ""0.2826443380622857"", ""0.2707924339339769"", ""0.3701042441246141""]"
e951929a,"[""-10804.254790805626"", ""-7154.688624499612"", ""-8116.907967702464"", ""-7133.081265938446"", ""-11956.077535032364""]"
3eb8f7cb,"[""37.88263037620747"", ""18.600018530997332"", ""20.629418982633176"", ""-32.45456343976538"", ""-13.836323288624964""]"
7d811363,"[""0.440006549719011"", ""0.4741516325392039"", ""0.5083400091730285"", ""0.696562291331505"", ""0.4424928887318465""]"
25dd294f,"[""-76.0"", ""-60.0"", ""-82.0"", ""-78.0"", ""-63.0""]"
5b3f4bff,"[""220.42814508015204"", ""630.1328714806411"", ""1235.3168016249579"", ""140.95747105026174"", ""654.2851413145753""]"
f5e375f9,"[""-2591.0"", ""-3359.0"", ""-2879.0"", ""-3103.0"", ""-3319.0""]"
b672be77,"[null, null, null, null, null]"
314c7b63,"[""19.515231889670307"", ""23.343055349328324"", ""20.718862680895263"", ""24.233043963130037"", ""22.626531550856996""]"
e7aae93c,"[null, null, null, null, null]"
