id,outputs
f9375620,"['0.6636899069110146-0.22522962649771025j', '6.38986486682144e-05-7.86675187891633e-10j', '2.0456018891882062e-05-1.0926031656595543e-10j', '0.04944015071478916-0.01774926776626777j', '0.120857389414106']"
5129198b,"['106137', '106149', '106220', '106163', '91576']"
d4495ba5,"[0, 0, 0, 0, 0]"
579802aa,"['-167.85427716325094', '-135.09297347002752', '-5.814691705468178', '-46.56418106311592', '54.1865510170388']"
0bb8a8ce,"[0, 0, 0, 0, 0]"
9d7e3cfb,"[0, 0, 0, 0, 0]"
4203d401,"['14225.3851981403', '13795.1778404760', '18141.9446424861', '17681.1132824985', '17325.5691610043']"
91d245e1,"['-9025.190778877966', '8995.338934509113', '658299791.6220691', '-9158.54852499506', '-9056.772390872975']"
2c07e4ba,"['262.885998370613', '439.7337891010706', '-31.540751517085653', '-194.5212825993915', '-54.89832329740778']"
5e0e8fdf,"['-74.80833426121833', '3.8978587344115163', '-4.7509788016904935', '4.627236849262509', '5.241085287877166']"
cc565262,"['-2223.934856605921-8125.062360979229j', '-213246.77414325497-8125.062360979229j', '-27824.9654289962-8125.062360979229j', '45616.42385332285-8125.062360979229j', '337962.379390027']"
6e66ac0c,"['0.3873586451843442', '0.17354564732894218', '0.4420207128797634', '0.11751618303259456', '0.02571864014472211']"
1a81da5f,"[0, 0, 0, 0, 0]"
f69c1c6a,"['13117.763669409791', '13088.913697354279', '15915.845316730078', '15728.60540946121', '15253.416494557503']"
755e1173,"['-80280.79733596365', '699305.3816682087', '-284186.84080929466', '-1660.091737847115', '-159081.26666757397']"
2b96629a,"['4.488157572689552', '4.494021109545936', '5.197795583199304', '5.245275914522306', '4.793867717534782']"
892d82d2,"['-64006384.8345893', '-66254861.5973462', '-69327442.0839602', '75262179.65038374+25926321.11309222j', '-201332271.01914614-67815240.54568197j']"
9f417ed2,"['97.10915103747311', '95.60247476021996', '39.452479457575095', '-41.03837142952841', '127318661.23328415']"
92c44588,"[0, 0, 0, 0, 0]"
aa000088,"[0, 0, 0, 0, 0]"
023b469a,"['1049', '-1091', '-881', '8839', '3939']"
610ff513,"['-1.0565405371121308', '187.46614866605876', '37.337005354021926', '52793.23362411733', '171.11256488695958']"
46849e8c,"['777.9966173759732', '7158.559666347215', '2363.7343048213957', '795.3770899101639', '2045.7219274861754']"
ae95f456,"['50661.64710675411', '42822.66489940393', '91617.21218489716', '21695.067335277672', '40869.74775761751']"
5d3a7b47,"['-3540.0533831528332', '511474665.9999359', '-2.8133307210175042e+32', '72349.8687064934', '-1884.0831220834484']"
5fde67ce,"['3.01827237518675', '2.82748941178818', '2.27453277636675', '-10.9849596751362', '2.79957994569479']"
d2663707,"['-4.62990772633770e-9', '7.80062799370634e-7', '-2.17390069283596e-05+7.6125323062432175e-06j', '-1.955131138473359e-06+8.213620646735638e-07j', '-3.730872767713841e-06+1.5396640164306904e-06j']"
57b3b6b1,"['11.450513896423834', '6.615113825828848', '10.846359330667466', '9.08320214739187', '8.960498029352546']"
91380afe,"['-12.052433615174998', '-2.595345249504866', '22.46417199737002', '37.52997751321634', '30.73186197251399']"
3bfecd30,"['826', '7', '399', '7', '7']"
604fee20,"['-976.712183300277', '-43.50947696440234', '-20.622876549228444', '348829.66475471307', '-564.4547091689268']"
69bdd511,"['221.8128895385577', '-296.3821751841313', '292.31164837274093', '244.238952977477', '-351.5226895201182']"
2f0f032f,"['2699.7757533745707', '-11484.139375499626', '-16948088.48611177', '15364.268216549544', '1023.7711617737589']"
ea7615da,"['1767.0756402673871', '-218315.8977990915', '546495.045841518', '1978.1726513244744', '-258686.07893910876']"
97434130,"['-20.0008956119761', '-331.717047077339', '-189.157108506488', '-466.116436500867', '-375.822844181081']"
18814370,"['3.4915118780885104', '74.50844051851898', '402.8885179530065', '274.70346339875306', '625.3064294414532']"
002b76f6,"[0, 0, 0, 0, 0]"
207b0108,"['1028.725102078536', '908.6001605669389', '1590.8689373164352', '959.9113334881496', '571.1417322563033']"
69a10088,"['4287.192039236861', '16646.122102068493', '744442.1959179186', '404785.2841794639', '201518.78725149363']"
eed3bfe8,"['-54', '-59', '-46', '-43', '-14']"
ee867313,"['41', '27', '-32', '-15', '12']"
3fa17750,"['19972.215503863103', '-0.4610733648686427', '40951.41067341541', '61.87819880080538', '5616.822480418339']"
a173f36e,"[0, 0, 0, 0, 0]"
67442abf,"['0.0', '-0.0', '-0.0', '0.0', '-0.0']"
1e13307f,"['-1613', '1923', '1618', '-1371', '-62']"
561aa03d,"['16082', '21426', '15927', '22370', '19543']"
febc7c8b,"[0, 0, 0, 0, 0]"
9c8f3397,"[0, 0, 0, 0, 0]"
f158ef1c,"['-6188078.104853796', '-811595.4936049017', '-31181.78033225501', '-4892355.853429238', '-524124.34468558506']"
ca3eeda0,"['-41377.58051785629', '-136669.67945103557', '106729.98946238327', '223.18045583430364', '60092.05803002765']"
4d240ebc,"['4161808.7272703396-535376.8242466272j', '-771208.980453634', '-1747915.3119795742-122548.54174482348j', '2103759.95450446', '-7216755.82470862-463837.65421587054j']"
0c07a2ff,"['11.7690786225557', '1971.04553434221', '19206.0189998402', '8.56866196847578', '1154.13589248797']"
b4cabe4b,"[0, 0, 0, 0, 0]"
2954d0fe,"['257.980943317579', '11553.8802899253', '93.1986237635340', '302.878821562072', '30.1665344686760']"
a07115a6,"['-0.012422499079789585', '-2.644013507399272e-13', '-0.020011402775504505', '-0.0019191033074779636', '-0.020530405110383003']"
b8530024,"['30528.02055149007', '27191.166437211312', '30559.602054565003', '30887.303978793334', '29005.426026183188']"
8973fd28,"[0, 0, 0, 0, 0]"
99950a36,"['-367175.4840833947', '44684.23045696093', '-92660.76752930153', '21706.940823768193', '1190.9906655938487']"
6b778c54,"['-46.7584600822352', '-1088.37251753517', '1.11168500595528e+77', '-8.77479912851014e+78', '6.94343469001972e+66']"
7c0f1aa8,"['-166391.65587280015', '114444.84374257691', '-76371.67871857194', '111208.64606178166', '-28338.059203774']"
151902f8,"['40.64767585890106', '83.78504229383732', '46.53243483333365', '58.08757145113131', '30.376454025465364']"
dd6997bc,"['2266.07972176355', '4226.28363771185', '4431.70939730068', '4512.58800965664', '3147.5959384532975+3505.7797427167575j']"
a6e133e0,"['1.835973657559381', '3.429360682570052', '5.397016712656959', '6.971779251850712', '0.38310895571674136']"
ea1bcb18,"['148.79893549350908', '164.41202042667965', '123.4661938398177', '73.95611977264142', '434.6402949751011']"
2713b5e0,"['1000.0818079338126', '3088.3611091132684', '187.88091877529033', '39.60400804382283', '-7.374952103711493']"
8f92795c,"['-6.390814170842582e-05', '-0.35266028496215623', '-5.516418068258513', '-0.004766184069739467', '0.05738803056566356']"
816f69c7,"['10135.157522255722', '8711.656739383365', '25765.78270824876', '6018.272812254645', '16750.85114747991']"
fdea8b51,"['95.30675747704417', '160.12314039446977', '138.0668713911918', '14.223181725907155', '125.72122707311354']"
a0a51cee,"['1.34961471027183', '3.15096284459687', '3.16025508019830', '2.01830444549078', '2.99372673542996']"
b4b9d738,"['-11898.544730687592', '112057.09832884009', '-9568.41005855139', '-9954.873527393196', '-8570.660531306397']"
5928d622,"['1433.8399992958036', '0.0021096949483854883', '0.00020351014447058573', '9.84889820827658', '0.00022734762459098478']"
f198b9df,"['-106', '-130', '-136', '-116', '-152']"
301fa777,"['0.2418784104013944', '0.2758446280648006', '0.2764741686914329', '0.2459680610296212', '0.2867726127888351']"
d0dc9ff4,"['74.58625894843246', '73.3912386443589', '-29.736089228002818', '75.95234257232342', '-11.40026038303345']"
4b4cff13,"[0, 0, 0, 0, 0]"
b82bbd27,"['-0.025478990471506244', '-0.019067756878746362', '-0.02381992101974544', '-0.019733660694333667', '-0.029967464355040878']"
694f6679,"[0, 0, 0, 0, 0]"
bb776d5f,"['-1.820365321045556', '7.389096487326468', '1.2118926262863592', '10.185310332460805', '-5.694203518667697']"
d4245f04,"[0, 0, 0, 0, 0]"
aee2d5c2,"['14.020496131842705', '14.02935620438165', '14.104253844293208', '14.037976833253673', '14.01815938948032']"
2d22f95f,"[0, 0, 0, 0, 0]"
3e2226c7,"['87665.85903255429', '-108703.57298723623', '51032.170189149474', '-4928.050465112804', '-10786.228442254931']"
b8fb1f07,"['-639660.590289057', '-1545390.5045478512', '-2490882.646750712', '13770371.247897036', '-6332617.024981864']"
fc588c18,"['837.8456404603708', '1.3498983455503444', '504.300078502466', '454.0366656214578', '13.282383229330899']"
7de822c8,"['3.12843357286217e+201731', '-2.85710349707714e-9461', '2.84532404999660e-51251', '-7063370.15767848', '3.89767323280029e+70']"
7c1b4ec4,"[0, 0, 0, 0, 0]"
ca8ddbb4,"['-1045444.90830283', '-94337.6685299270', '-619709.683229273', '-1364888.2669742433-442762.7373705915j', '-1100223.22468472']"
0ccd01a5,"['580324.510260051', '180438.89381036724', '104757.36122558944', '164166.4177518077', '156852.31611074408']"
1372b6dd,"['13.67072943852074', '56.30329984632245', '148.5898470842017', '27.22569249970788', '89.56572383695915']"
dd66592f,"['93.27673182735208', '-6452.375069950068', '-14467.947397290473', '2673.590306812104', '-50.33867882098961']"
6d2f93d8,"[0, 0, 0, 0, 0]"
c7ee30bd,"['-134.42655387386887', '164.48584611251428', '-44.8800606956664', '-3754.692701364309', '3.818968746521106']"
c1714542,"['-65', '-48', '-74', '-45', '-86']"
3de0cf9a,"['2.613109390662023', '17.859505153084747', '-4.826188916019886', '74.01384866842956', '-6.8677045149522264']"
e11efe0b,"['-inf', '-5.78650620616799e-13', '-0.0', '-0.0', 'inf']"
00487041,"[0, 0, 0, 0, 0]"
8d5f27e7,"['29.10735648449338', '10.815851460177774', '-58.364508072457696', '13.808751761463714', '64.30468050186077']"
3703a1d9,"['-62.3700715332358', '-68.2700282432755', '-47.7439916450251', '-107.085982427879', '-134.264394551090']"
0b853428,"['40243986.432039924', '-526.9157482793617', '4344.736152638523', '16362.172238595049', '4775.478906188538']"
480c40be,"['-78', '-98', '-72', '-52', '-100']"
3da5a04b,"['32980.056174070545', '74238.28082019262', '14719.728206974358', '12779.956804366035', '42500.9212585698']"
594c7627,"['15.224732521306288', '29.83590250541905', '36.76618088041747', '55.38473183749784', '0.14703266024565978']"
0e2f0d29,"['0.4939919151887084', '-0.7983629117595669', '0.2909450936071963', '-0.1882594734697134', '-3.5607589601128287']"
546275df,"['5815.487927426394', '4669.148845848627', '3178.097587590991', '906.2294173068881', '2730.5941609699644']"
2c7d67f7,"[0, 0, 0, 0, 0]"
75da7d2a,"['-609.401759528228', '-90.0787961349921', '-61.4696599531459', '-1079.98904300267', '43598.7663321159']"
43d9e1f7,"['-2.680104758690362', '-44.71972501554728', '62.85135498657064', '78.02391803019916', '60.891273191693486']"
243640bf,"[0, 0, 0, 0, 0]"
b9937b68,"['-693.055498198514', '136939.05358991597', '226717.20106658665', '-30706.272269789133', '-6.1881098326983']"
d8dd9eee,"['3169.605722749674', '66115.95912174426', '53520.84698035461', '7085.302772030485', '44696.69310843408']"
7f467b03,"['4.5173403044911895', '-1.1372434210920908', '29.947408898231483', '4.926206997995139', '2.3168124192974']"
11a19ded,"['-5550.3894925735685', '-5593.545719377057', '-5308.61246976966', '-5557.651158734122', '-5369.079714658216']"
c39d9a64,"['-5.72688319300664', '-62.132329628300354+18.84955592153876j', '-51.3499425016507', '-11.0262847223002', '-81.0597373795052']"
93913ab8,"['-15950.969401628321', '24734.198008051364', '22597.106131780125', '51756.7048722678', '5424.619937681457']"
d575362c,"['-1696.1745048154007', '-1723.0214021118668', '-1699.3229613393792', '-1740.9077734067548', '-1720.9187532108742']"
de74febc,"['-1433', '-1441', '-1558', '-1433', '-1718']"
3cf64e37,"['3764', '3799', '3764', '3806', '3806']"
c6fb3d98,"['14549.063507870782', '19243.506640043557', '19224.39575322422', '15699.446789227759', '19046.662541571506']"
987e8784,"['-13260.217993355418', '-18199.769942066134', '1882.2107931406717', '-17198.99834135639', '-8997.410985490285']"
cff574ac,"[0, 0, 0, 0, 0]"
d138e31b,"['-2479.482912104935', '-3167.0174691294883', '-673.5312592761237', '1510.0548520227685', '-3030.4292453896232']"
5e75c808,"['7.41173622737484', '3.8898474831885075', '7.98034316543677', '0.8075013414659113', '7.186198615343594']"
c120ded0,"['1873.2431828325555', '648.9986583050937', '1723.7026336734493', '0.4778532520116201', '973.2589117494502']"
e237233c,"['66799.56757404242', '106584.25454731937', '113481.15412095137', '53857.928294114026', '65786.913362701']"
3e1f154d,"['0.6723843942310127', '0.6283711203666839', '0.8221363000176819', '1.030428032751663', '0.546640994521758']"
402ac1d3,"['-4.0452545055594', '0.0009127452170936165', '-0.07501914276372058', '-0.32691181315798895', '2.8132355067126094']"
48e01514,"['20208.12851355343', '20514.04437444173', '18614.15724875245', '19739.07309915874', '19211.997581036445']"
43329c72,"['0.8735568575939632', '0.9047594703109607', '0.6643226266279256', '0.6939372329867846', '0.18112370174725023']"
8104bda5,"['92602.13963283748', '56803.0648939612', '279737.75891833345', '-774276.2594020896', '16258.733831077403']"
c2b7f048,"['0.6967225512903856', '0.22680205408232904', '-0.01842923863239081', '-0.008544277417165947', '-6089.356173214957']"
f8375b88,"['-105017.84791908665', 0, '54550.01723430764', 0, 0]"
bd3d1802,"['2161', '2161', '2131', '2081', '2161']"
6c60fb97,"['6.469632523633017', '5.256733486231305', '12.274593942602529', '5.250002457693531', '12.967926995225262']"
31affe89,"['2.686280475152327', '3.544801002161018', '1.975303688967432', '3.4813358493800712', '3.499159583850444']"
3302bcfb,"['2', '2', '2', '2', '8']"
966146cc,"['9403.00000000000', '9171.00000000000', '9106.00000000000', '9530.00000000000', '9061.00000000000']"
359ac2fc,"[0, 0, 0, 0, 0]"
f1f54692,"['-14273.613229120549', '-3605.463947673686', '64120.548034008', '21926.752697447897', '12175.370434342993']"
37d15643,"['95', '97', '82', '53', '63']"
a5a1684a,"['4039.728890631871', '-1599322484.1176631', '-54068732.85480756', '-6.161695012050029', '-48374.29061683532']"
1d2ff241,"['8.68647194252810e+46', '-3.96631211302707e-229', '-4.49965160241129e-28', '-2.68339942711037e-123', '-5.52916232204579e+75']"
8624072f,"['-2433.0598470756336', '19004.57893705619', '10045.528759769146', '171.5913155262209', '-44.673259407168665']"
4d54bfa1,"['8983.845218965878', '9920.075163586545', '2676.0404968456887', '9221.84526964916', '8154.255107046651']"
ba0f44bf,"['1.3614380541968072', '0.9199368147572611', '1.4141983378397023', '7.2409721125334645', '3.8121142904771443']"
359c9f6e,"['-1.0716322800695055', '0.6833250384358064', '-1.0504315000493976', '-0.678448731384915', '2.7056756448759853']"
1ff0395c,"['1.3927981497950613e-05', '1.1629280320340085e-06', '0.00017965791944570838', '-1.2166815068438606e-06', '-4.254221559614992e-05']"
6b44414d,"['5.789016143657876e-06', '0.008534440936799982', '-1.1063501992965668e-06', '0.004141154428868644', '-0.0015820683832544786']"
50e812f6,"['1.995266066323829', '2.358779700710598', '2.421319164442814', '1.92680194481001', '1.2891762199578927']"
c5082a6c,"['420.07092709140755', '1335.9838016702201', '1709.0078095694566', '64.12256710278028', '4034.8915634812356']"
0ad9e070,"[0, 0, 0, 0, 0]"
4bb2e6ce,"['111310.58012963204', '139961445.2347093', '158992642.79138857', '44900643360.73343', '-10698301.53789343']"
20a7460c,"['117498.13057583888', '1136049773.3738613', '124.15296833792763', '27.203869907664455', '20.574225258603256']"
acbf65f3,"['2792.9527097043147', '17.955745429235357', '27.98507819352238', '7.00015280387828', '1692.2490857630246']"
c9db51b2,"['-0.00133487300349521', '-0.00271816220730021', '-0.01643696317317274+0.001424489519937425j', '-0.01297435029460659+0.0009628448932919388j', '0.13080759193657238+0.011831460251244992j']"
01260e96,"['13.5941355768240', '108.152241640379', '26.8622602074914', '249.389283032414', '57.5708631588716']"
caa9d74b,"['-189.34352463194207', '343.8824909203992', '3761.48818487932', '-2748.433603646756', '-597.6878381650538']"
5bd1c1aa,"['0.6033430524001019', '0.6027289878377584', '0.5457799427147749', '0.6661405473686274', '0.5427080374825217']"
e148e85d,"['73.33102764789872', '181.4145668434433', '184.65015316040456', '103.0226324488993', '160.19702459952455']"
bfe652a0,"['6868.45457364143', '76.6246662220609', '12129.6495355884', '817.242861327472', '482.483699162799']"
f23ddebd,"[0, 0, 0, 0, 0]"
1d9dd8db,"['237759.53717208284', '-70807.37470116564', '418781.4390185311', '-277458.9810966036', '-707727.5374339259']"
5736af11,"['-2838.626043073098', '-1777.4022458479026', '2780.8599206080844', '-3746.2325966944213', '-2423.1032502084736']"
88fe8969,"['-8.414587026778776', '1.993587713735661', '-3.5626934749253936', '2.130207521071699', '1.0479373423435514']"
60ac2eb7,"['0.42671542140355423', '0.5134153854304232', '0.4172252871205878', '0.7982097654725294', '0.5844701648398591']"
8999dd86,"[0, 0, 0, 0, 0]"
705edd69,"['0.7004607619390114', '0.6977991704155344', '0.7095775693289975', '0.7019040105955536', '0.6997523954264444']"
1d486035,"['40887344.918371', '-43612729.025748275', '-24162341.674855243', '-154094361.41641414', '-285153441.77822423']"
3ecbc133,"['18925.5721943645', '28935.7857255397', '39125.0377033560', '14678.8691249803', '28185.8918141689']"
a7535c54,"['4.9711508607617825', '1.3725189409182557', '2.1394073934920037', '4.96759848859131', '3.3766441980858244']"
02f7e483,"['-1061.4258052276052', '-938.1700048435824', '-91.20558557919173', '148.40513985643588', '-1389.6049330568817']"
ff2d046b,"['1667', '5422', '6494', '3718', '4353']"
9dd8eccd,"['-1227553.7174665784', '-84170696737.21332', '237416.1181431819', '-21070.47390660438', '20217.638781459355']"
9dfe1cf7,"[0, 0, 0, 0, 0]"
3c8e011d,"['2393.2408277746217', '-9488.040225535551', '941.9726262903051', '6137.4121465994085', '4815.619545809442']"
14dcf9e8,"['-510.1545117794874', '-2326.486664242611', '-2284.3330057663243', '-2131.0852156197698', '-4847.8278131274']"
2b6b682d,"[0, 0, 0, 0, 0]"
e2580903,"['1.8382390959527215e+19', '-1.112356596128399e+16', '-295918707696032.94', '2.0666373012273414', '5.617963837379565e+18']"
9b6f2554,"[0, 0, 0, 0, 0]"
8c2cf4e0,"[0, 0, 0, 0, 0]"
095d2d5c,"['4208.168419313743', '7.111830760836776', '-33922.77519459586', '131.78803062457763', '0.6732431345046415']"
b7239817,"[0, 0, 0, 0, 0]"
58984108,"[0, 0, 0, 0, 0]"
ad445c5a,"['-510.35035950180094', '173656060.05713347', '-677.1156638458056', '445876.1631059616', '354468910.2134988']"
850f9f8b,"['37.07324604311841', '80.08677409432939', '78.02909332852383', '105.02197703046895', '67.90948935285766']"
6141c7ca,"['13.284929425387318', '6.992068239094019', '59.99220967527429', '49.66873711193051', '37.824380835825586']"
b7d7b4df,"['31803.912898766037', '-2001.5033916437708', '179446.53228716325', '-43165.76782152973', '-43117.01916478051']"
dd0d4298,"['1.0123606480032918', '1.0068889677133297', '1.037589239804926', '1.006161159294622', '1.0086860361301415']"
5f8c0e2a,"['-496.2588072229408-13.398318861778213j', '-304.262413071372-27.73019669113869j', '-5.815654390638896+20.62968414799939j', '-457.826164863490', '-2588.66875166917']"
b8a87309,"['0.7890979404019218', '0.6079604235392951', '0.6447233361562776', '0.6214684300358354', '0.6215418268214594']"
06b19a2f,"['32527053776.9380', '5109822825598.427+3522.2527564229745j', '422605082.6513272+3522.2527564229745j', '958007246233.0278+3522.2527564229745j', '-566582.10364179+3522.2527564229745j']"
0930bf60,"['35840.18537739922', '23885.0109183504', '52200.57566340621', '25619.042871486636', '7294.911128144228']"
400cf62e,"['132', '124', '100', '124', '84']"
2f5e18d1,"['-535466.2550444098', '-37596.66418104265', '371735.24014234164', '41328.518653148676', '79402.62161974533']"
a6dff358,"['11655.304335669367', '-4186.358136849206', '42281.41221168512', '34907.224763923834', '-24579.2883101975']"
5c8cb221,"['-35043.799405938356', '-8.807741635498019', '-420040.657190287', '-271990.25207807845', '1317.204347943815']"
e7783f5b,"['27.643533922631214', '-5.770318964566268', '75.19565151308984', '23.669638109591013', '-41.71876262415553']"
f9747d4f,"['29.566114002286042', '2900.008302573542', '1956.9856863887667', '790383.1794612585', '717538.3275665409']"
38d46b00,"['13111.315604113286', '15049.420649704798', '13616.260682734188', '14372.359485912586', '14079.153681072734']"
b7572ac0,"['-10.840748982205001', '-0.8589045568383621', '-0.13685952070997856', '2.83907753488503e-06', '9.922124962838275e-06']"
795e1210,"['0.3800513464128219', '31.860136906346632', '17.311717159527664', '17.05409122637331', '-43.513457233544635']"
d804308e,"['-95', '-123', '-110', '-104', '-73']"
1dcb3039,"['123.47335941348786', '-3801.8133348558226', '95.88503030658632', '168.3863219097789', '226.8341596398147']"
c6186e24,"[0, 0, 0, 0, 0]"
cc932633,"['-2466.378104076689', '-2391.465666383764', '-3075.3577520296662', '-3210.499301362675', '-2754.6631684300496']"
2da862d0,"['768', '942', '942', '3373', '6279']"
30db08d9,"[0, 0, 0, 0, 0]"
1ab6881b,"[0, 0, 0, 0, 0]"
ec44d23e,"['9.893667532691085', '8.83493400571039', '10.243543399304073', '5.413030940928632', '-4.996942785283041']"
5fa1463a,"['-14342', '-61506', '-65012', '35782', '-498685']"
8892611b,"['-6278.518220793448', '-15184.017598185648', '-3122.949824668973', '-11930.003423153603', '20530.042383531832']"
f3ec7f9c,"['819.918067263921', '13122.0430903244', '54.975993780971976+54.1151194193119j', '-29910.458718638503-23145.953070745505j', '78.91778416091049+42.597686865246516j']"
7de3099b,"['96.4539741237643', '96.1111252004527', '47.6809016739665', '40.9586388995764', '126.780121489626']"
15e966d3,"[0, 0, 0, 0, 0]"
fa87362e,"['33819.39221276879', '9763.483604697356', '15450.457461209704', '3550.607058045663', '13145.497696093022']"
5bcd4a47,"['98.43736653639243', '-451.67670407850744', '-26.521202116313333', '115.52792852831645', '23.468089454403312']"
7c7426bd,"[0, 0, 0, 0, 0]"
81821446,"[0, 0, 0, 0, 0]"
12c2e0ac,"['5553255.060198821', '3801140.8494069986', '2900098.7986889523', '1230345.2698285114', '169861.2180005272']"
3813c6a7,"[0, 0, 0, 0, 0]"
d972057a,"['-1509194.605459011', '0.9647076214134215', '-5.988965450905934', '-3112.264196472368', '61.12850643449864']"
3dd9ebde,"['36853', '36838', '36853', '36868', '36873']"
24fec030,"['-7432.6174179686495', '-8325.172736665892', '-3440.613513040023', '-9824.985598483501', '-7971.879993747587']"
77a2aecd,"['2721177.093369313', '820029.4123729621', '1662940.7831622052', '5453057.172121547', '3118.409752221936']"
c2d641cd,"['46490.47109990119', '87782.33112058333', '1320.0045309152179', '2015300.6587749976', '18.872358172389262']"
3156debe,"['0.00025805216714311515', '0.0018997248630605833', '0.00017136716138336288', '4.57281015794872e-05', '3.100405039560327e-05']"
6b91313d,"['0.9240547339793717', '3.5157726891675094', '0.9852383388446587', '-2.2815699116857746', '-36.25686553762744']"
2459dd58,"['-3131.9438544818163', '1131.976638089609', '77833090.59116028', '1333166050.911418', '35290.28205864768']"
d4ba3885,"['8.459939913939543', '198.9259177743923', '-48574.43677932048', '-78526.7600884287', '-34.073753606816304']"
1adc7673,"['8.03968721489325', '90.7645425438031', '11997.3603346335', '1907.37215153806', '34.7344493623241']"
30cb2880,"['-408.84907098220145', '11.97703380028955', '7.754249105848006', '13.817973355618197', '21.357281637561403']"
621d1e9d,"[0, 0, 0, 0, 0]"
212ac506,"['86522.484410735', '535.070672729035', '3288.283380630338', '11270.913950797167', '505.2422655924861']"
8f60980c,"['-94', '-88', '-90', '-88', '-94']"
c5dcc455,"['-1977.11319904240', '-7842.75698034796', '7242.00565936823', '-7963.69551928656', '-734.094525276017']"
64922d1f,"[0, 0, 0, 0, 0]"
84238241,"['6111.8982615952145', '0.002894254148615363', '15.570971813401005', '-3.561092016671534e-05', '0.3217731000858976']"
75ca6c37,"['0.7645216340233338', '0.8948455262893112', '0.7648051545839649', '0.7488447377305584', '0.7340899154806763']"
7b75d8e7,"['nan', '-17528.709713766304', 'nan', 'nan', 'nan']"
e1ada6ed,"['-4488.999999997399', '-3405.633328043859', '-4488.999999573532', '63343717.87058546', '762849580.6371992']"
f351dcfe,"['6.231445412691142', '5.550082356484788', '2.124055094458273', '3.684409627519337', '1.179878827935629']"
0c76579c,"['-1655835.7693063875', '-37279.43407877473', '17078.48367792128', '42544.369097338364', '-2932.9105460225273']"
